"Reporter","Year","Period","Flow","Partner","Commodity","Trade Value (US$)"
"Cambodia","2016","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","38881635.939314"
"Myanmar","2012","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","296707.42378"
"Cambodia","2015","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","932111.26"
"Cambodia","2023","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","95039724.1599999"
"Indonesia","2020","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","566815936"
"Cambodia","2010","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","19056.5900133478"
"Cambodia","2025","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","9865039.69"
"Indonesia","2018","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","170580502.048"
"Indonesia","2019","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","164368421.451"
"Indonesia","2010","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","213985108"
"Indonesia","2022","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","158637036.04"
"Cambodia","2003","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","24764877.11"
"Cambodia","2005","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","2847306.58"
"Cambodia","2003","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","2071699.75"
"Indonesia","2014","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","429903360"
"Brunei Darussalam","2008","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","5017431.28092358"
"Indonesia","2011","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","127191122"
"Brunei Darussalam","2005","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","1874146.81"
"Brunei Darussalam","2015","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","10975.393071985"
"Brunei Darussalam","2013","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","5455860.90910373"
"Brunei Darussalam","2012","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","81881.6650872548"
"Viet Nam","2022","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","1058147593.6726"
"Viet Nam","2004","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","20357989.7023"
"Viet Nam","2025","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","1200412842.329"
"Viet Nam","2005","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","26252883.1745"
"Viet Nam","2024","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","502437151.771"
"Brunei Darussalam","2010","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","3780238.97194089"
"Viet Nam","2021","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","483619686.6661"
"Brunei Darussalam","2009","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","7800.64630964107"
"Viet Nam","2014","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","619235021.9627"
"Viet Nam","2014","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","244138454.2827"
"Viet Nam","2009","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","225251149.532"
"Viet Nam","2007","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","128471842.96"
"Thailand","2018","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","209663750.349394"
"Thailand","2005","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","119938622.56"
"Viet Nam","2015","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","632976892.8882"
"Thailand","2013","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","268428506.62592"
"Singapore","2020","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","71485219.3881855"
"Singapore","2021","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","133670357.46334"
"Singapore","2019","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","55778334.0544255"
"Singapore","2016","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","129589295.939887"
"Thailand","2012","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","261834889.39161"
"Thailand","2012","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","362311552.52155"
"Singapore","2023","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","56617811.1801007"
"Singapore","2022","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","131369559.815493"
"Malaysia","2025","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","212553787.431698"
"Singapore","2004","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","48225367.6862096"
"Philippines","2017","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","113569184"
"Philippines","2005","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","44921132"
"Philippines","2016","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","59061149"
"Philippines","2022","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","134743490"
"Philippines","2010","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","32164724"
"Myanmar","2023","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","3363878.5"
"Malaysia","2014","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","212294882.703783"
"Malaysia","2013","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","144773672.683674"
"Malaysia","2019","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","220152403.329547"
"Myanmar","2007","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","717364.78"
"Myanmar","2017","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","549628.85"
"Cambodia","2025","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","187512401.5817"
"Myanmar","2014","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","19200585.0705357"
"Cambodia","2014","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","262765.729936862"
"Myanmar","2009","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","6331265.34"
"Cambodia","2015","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","30135651.73"
"Myanmar","2020","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","861029.9"
"Malaysia","2008","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","143550495.037394"
"Myanmar","2007","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","6709562.45"
"Myanmar","2019","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","1064691.18"
"Myanmar","2016","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","21836704.94203"
"Malaysia","2003","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","57118088.63"
"Myanmar","2004","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","6928235"
"Cambodia","2022","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","105482374.32"
"Cambodia","2005","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","30091.61"
"Cambodia","2009","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","6115499.32575412"
"Cambodia","2008","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","6003253.33992526"
"Cambodia","2007","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","78476.35"
"Cambodia","2021","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","4785768.82"
"Indonesia","2012","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","344557440"
"Indonesia","2003","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","38990562"
"Indonesia","2021","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","167982771.761"
"Indonesia","2006","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","62606702"
"Brunei Darussalam","2024","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","2690964.6592261"
"Indonesia","2009","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","105235580"
"Indonesia","2007","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","101617669"
"Brunei Darussalam","2016","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","2587111.20213367"
"Brunei Darussalam","2021","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","97106.0641213373"
"Brunei Darussalam","2014","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","17378.4765280443"
"Viet Nam","2024","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","1169429057.6293"
"Brunei Darussalam","2007","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","44973.5099337748"
"Viet Nam","2017","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","327930513.5458"
"Viet Nam","2017","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","731656038.4763"
"Brunei Darussalam","2017","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","11012.2847299984"
"Viet Nam","2011","Annually","Export"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","153753092.7535"
"Viet Nam","2006","Annually","Import"," WORLD [99]","[56] Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof","114509475.01"
